,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1936,012170,키위미디어그룹,1485,0,0.0,,,,,0,0.0
1937,054780,키이스트,13800,1750,14.52,,,2555.0,5.4,0,0.0
1938,219130,타이거일렉,13850,-150,-1.07,255.0,54.31,6915.0,2.0,0,0.0
1939,065130,탑엔지니어링,11200,-200,-1.75,2469.0,4.54,13291.0,0.84,100,0.89
1940,014580,태경비케이,4200,-90,-2.1,148.0,28.38,4846.0,0.87,100,2.38
1941,015890,태경산업,5830,-70,-1.19,1023.0,5.7,8089.0,0.72,370,6.35
1942,006890,태경케미컬,14800,-100,-0.67,858.0,17.25,10215.0,1.45,150,1.01
1943,023160,태광,7670,-30,-0.39,418.0,18.35,16280.0,0.47,100,1.3
1944,003240,태광산업,845000,37000,4.58,161659.0,5.23,2855185.0,0.3,1550,0.18
1945,011280,태림포장,5680,-110,-1.9,270.0,21.04,4325.0,1.31,290,5.11
1946,053620,태양,8820,-320,-3.5,925.0,9.54,18435.0,0.48,150,1.7
1947,004100,태양금속,1180,-20,-1.67,,,1773.0,0.67,5,0.42
1948,004105,태양금속우,2830,-45,-1.57,,,,,10,0.35
1949,009410,태영건설,12800,-100,-0.78,1326.0,9.65,14630.0,0.87,150,1.17
1950,009415,태영건설우,13100,-250,-1.87,,,,,155,1.18
1951,044490,태웅,16000,-50,-0.31,,,28401.0,0.56,0,0.0
1952,124560,태웅로직스,5030,-150,-2.9,664.0,7.58,2337.0,2.15,50,0.99
1953,001420,태원물산,4275,-10,-0.23,73.0,58.56,4237.0,1.01,85,1.99
1954,007980,태평양물산,2005,20,1.01,241.0,8.32,3458.0,0.58,30,1.5
1955,191420,테고사이언스,30500,-750,-2.4,106.0,287.74,5914.0,5.16,0,0.0
1956,073640,테라사이언스,2655,115,4.53,,,479.0,5.54,0,0.0
1957,182690,테라셈,2480,5,0.2,,,548.0,4.53,0,0.0
1958,066700,테라젠이텍스,10050,-150,-1.47,1432.0,7.02,4378.0,2.3,0,0.0
1959,095610,테스,28300,-250,-0.88,508.0,55.71,10872.0,2.6,300,1.06
1960,131970,테스나,56100,700,1.26,1363.0,41.16,10259.0,5.47,200,0.36
1961,055490,테이팩스,37900,-300,-0.79,1617.0,23.44,21349.0,1.78,0,0.0
1962,089030,테크윙,22750,0,0.0,584.0,38.96,9076.0,2.51,230,1.01
1963,054450,텔레칩스,14600,800,5.8,663.0,22.02,7624.0,1.92,120,0.82
1964,091440,텔레필드,3390,-60,-1.74,572.0,5.93,2971.0,1.14,0,0.0
1965,078000,텔코웨어,11950,50,0.42,761.0,15.7,11450.0,1.04,550,4.6
1966,200230,텔콘RF제약,5800,-250,-4.13,,,1337.0,4.34,0,0.0
1967,214420,토니모리,8630,-70,-0.8,,,5600.0,1.54,0,0.0
1968,215480,토박스코리아,1130,-30,-2.59,4.0,282.5,555.0,2.04,0,0.0
1969,051360,토비스,8150,90,1.12,1420.0,5.74,11606.0,0.7,240,2.94
1970,045340,토탈소프트,15300,450,3.03,301.0,50.83,1313.0,11.65,0,0.0
1971,108230,톱텍,12400,-350,-2.75,105.0,118.1,9079.0,1.37,100,0.81
1972,079970,투비소프트,2640,-240,-8.33,,,1778.0,1.48,0,0.0
1973,105550,트루윈,5400,370,7.36,,,2075.0,2.6,0,0.0
1974,026150,특수건설,7200,-200,-2.7,52.0,138.46,5689.0,1.27,0,0.0
1975,322180,티라유텍,15450,700,4.75,646.0,23.92,5233.0,2.95,0,0.0
1976,117730,티로보틱스,7670,410,5.65,,,2666.0,2.88,0,0.0
1977,033830,티비씨,1090,-40,-3.54,59.0,18.47,1107.0,0.98,16,1.47
1978,057680,티사이언티픽,3865,120,3.2,54.0,71.57,890.0,4.34,0,0.0
1979,064760,티씨케이,122500,1900,1.58,4011.0,30.54,18883.0,6.49,900,0.73
1980,246710,티앤알바이오팹,16700,-800,-4.57,,,2966.0,5.63,0,0.0
1981,340570,티앤엘,46650,-2650,-5.38,2277.0,20.49,10385.0,4.49,400,0.86
1982,277880,티에스아이,12400,-450,-3.5,,,3131.0,3.96,0,0.0
1983,131290,티에스이,59400,-1400,-2.3,1583.0,37.52,14862.0,4.0,200,0.34
1984,019180,티에이치엔,3900,900,30.0,959.0,4.07,3503.0,1.11,60,1.54
1985,356860,티엘비,61000,-3100,-4.84,2272.0,26.85,6680.0,9.13,70,0.11
1986,062860,티엘아이,9430,-350,-3.58,180.0,52.39,7219.0,1.31,100,1.06
1987,363280,티와이홀딩스,27850,650,2.39,,,,,0,0.0
1988,36328K,티와이홀딩스우,25800,0,0.0,,,,,0,0.0
1989,321550,티움바이오,23100,-2150,-8.51,,,3943.0,5.86,0,0.0
1990,091810,티웨이항공,2580,5,0.19,,,2357.0,1.09,0,0.0
1991,004870,티웨이홀딩스,1075,-30,-2.71,,,2103.0,0.51,0,0.0
1992,104480,티케이케미칼,2850,-110,-3.72,110.0,25.91,2989.0,0.95,0,0.0
1993,081150,티플랙스,3240,30,0.93,91.0,35.6,4040.0,0.8,20,0.62
1994,130740,티피씨글로벌,4555,525,13.03,,,5671.0,0.8,20,0.44
1995,084730,팅크웨어,15750,2650,20.23,430.0,36.63,14259.0,1.1,0,0.0
1996,046210,파나진,4970,-20,-0.4,109.0,45.6,629.0,7.9,0,0.0
1997,034230,파라다이스,15600,250,1.63,177.0,88.14,13924.0,1.12,100,0.64
1998,033540,파라텍,16900,900,5.63,,,3139.0,5.38,0,0.0
1999,043200,파루,2740,-10,-0.36,13.0,210.77,1267.0,2.16,0,0.0
2000,214450,파마리서치프로덕트,53900,-1900,-3.41,1766.0,30.52,21024.0,2.56,300,0.56
2001,208340,파멥신,22700,-600,-2.58,,,4904.0,4.63,0,0.0
2002,005690,파미셀,17000,-400,-2.3,73.0,232.88,859.0,19.79,0,0.0
2003,177830,파버나인,5400,100,1.89,,,4104.0,1.32,0,0.0
2004,037070,파세코,13800,-350,-2.47,618.0,22.33,5415.0,2.55,250,1.81
2005,150900,파수,9210,-460,-4.76,,,1735.0,5.31,0,0.0
2006,037030,파워넷,6290,500,8.64,451.0,13.95,4422.0,1.42,0,0.0
2007,047310,파워로직스,9440,60,0.64,1611.0,5.86,6981.0,1.35,50,0.53
2008,170790,파이오링크,13250,-50,-0.38,868.0,15.26,5640.0,2.35,100,0.75
2009,049120,파인디앤씨,1740,-40,-2.25,,,1718.0,1.01,25,1.44
2010,038950,파인디지털,8210,730,9.76,,,8435.0,0.97,50,0.61
2011,106240,파인테크닉스,4790,40,0.84,8.0,598.75,1327.0,3.61,0,0.0
2012,131760,파인텍,1660,-25,-1.48,3.0,553.33,1459.0,1.14,0,0.0
2013,065690,파커스,2970,-5,-0.17,,,5914.0,0.5,150,5.05
2014,140860,파크시스템스,89600,-600,-0.67,1277.0,70.16,6656.0,13.46,120,0.13
2015,091700,파트론,11200,250,2.28,1186.0,9.44,6531.0,1.71,350,3.13
2016,038160,팍스넷,862,0,0.0,,,1132.0,0.76,0,0.0
2017,032800,판타지오,850,7,0.83,,,323.0,2.63,0,0.0
2018,318010,팜스빌,10800,-100,-0.92,1093.0,9.88,6987.0,1.55,200,1.85
2019,036580,팜스코,6800,-20,-0.29,,,7977.0,0.85,50,0.74
2020,027710,팜스토리,1215,-15,-1.22,,,1454.0,0.84,25,2.06
2021,225590,패션플랫폼,1315,-10,-0.75,164.0,8.02,1474.0,0.89,0,0.0
2022,054300,팬스타엔터프라이즈,717,-2,-0.28,16.0,44.81,821.0,0.87,0,0.0
2023,068050,팬엔터테인먼트,6000,-200,-3.23,41.0,146.34,1756.0,3.42,0,0.0
2024,028670,팬오션,4995,-85,-1.67,284.0,17.59,5400.0,0.93,0,0.0
2025,222110,팬젠,10250,-250,-2.38,,,1911.0,5.36,0,0.0
2026,010820,퍼스텍,2230,0,0.0,,,583.0,3.83,0,0.0
2027,016800,퍼시스,29100,-400,-1.36,3601.0,8.08,38601.0,0.75,1000,3.44
2028,263750,펄어비스,260000,6000,2.36,13002.0,20.0,45229.0,5.75,0,0.0
2029,251970,펌텍코리아,15550,150,0.97,1714.0,9.07,11642.0,1.34,330,2.12
2030,001020,페이퍼코리아,2500,-85,-3.29,,,436.0,5.73,0,0.0
2031,087010,펩트론,16450,-650,-3.8,,,1743.0,9.44,0,0.0
2032,090080,평화산업,1240,10,0.81,,,610.0,2.03,0,0.0
2033,043370,평화정공,10000,350,3.63,1506.0,6.64,27452.0,0.36,180,1.8
2034,010770,평화홀딩스,3960,400,11.24,,,7971.0,0.5,150,3.79
2035,119500,포메탈,4780,115,2.47,186.0,25.7,3776.0,1.27,60,1.26
2036,016670,포비스티앤씨,973,0,0.0,,,1135.0,0.86,0,0.0
2037,056730,포스링크,1550,0,0.0,,,193.0,8.03,0,0.0
2038,022100,포스코 ICT,8290,-150,-1.78,258.0,32.13,2402.0,3.45,50,0.6
2039,058430,포스코강판,18450,450,2.5,446.0,41.37,36256.0,0.51,400,2.17
2040,009520,포스코엠텍,4875,-35,-0.71,254.0,19.19,2160.0,2.26,80,1.64
2041,047050,포스코인터내셔널,15850,-450,-2.76,1697.0,9.34,24703.0,0.64,700,4.42
2042,003670,포스코케미칼,130500,1500,1.16,1569.0,83.17,15352.0,8.5,400,0.31
2043,189690,포시에스,7520,-170,-2.21,671.0,11.21,6906.0,1.09,100,1.33
2044,318020,포인트모바일,65500,-2100,-3.11,1713.0,38.24,7116.0,9.2,0,0.0
2045,256630,포인트엔지니어링,3085,310,11.17,23.0,134.13,1222.0,2.52,20,0.65
2046,141020,포티스,108,0,0.0,,,370.0,0.29,0,0.0
2047,007630,폴루스바이오팜,1225,0,0.0,,,1509.0,0.81,0,0.0
2048,290720,푸드나무,25000,-400,-1.57,656.0,38.11,7454.0,3.35,70,0.28
2049,005670,푸드웰,7780,-30,-0.38,3153.0,2.47,7681.0,1.01,100,1.29
2050,094940,푸른기술,13150,350,2.73,102.0,128.92,4351.0,3.02,30,0.23
2051,007330,푸른저축은행,8170,-110,-1.33,2008.0,4.07,17594.0,0.46,550,6.73
2052,017810,풀무원,18350,350,1.94,56.0,327.68,9425.0,1.95,102,0.56
2053,093380,풍강,4305,-195,-4.33,114.0,37.76,6168.0,0.7,60,1.39
2054,023900,풍국주정,21650,-300,-1.37,618.0,35.03,10607.0,2.04,160,0.74
2055,103140,풍산,31250,350,1.13,629.0,49.68,49306.0,0.63,400,1.28
2056,005810,풍산홀딩스,30800,100,0.33,3696.0,8.33,90941.0,0.34,1400,4.55
2057,195440,퓨전,2075,0,0.0,,,8080.0,0.26,0,0.0
2058,214270,퓨쳐스트림네트웍스,1055,-5,-0.47,36.0,29.31,588.0,1.79,0,0.0
2059,220100,퓨쳐켐,22650,-650,-2.79,,,1421.0,15.94,0,0.0
2060,035200,프럼파스트,4730,-110,-2.27,124.0,38.15,3618.0,1.31,0,0.0
2061,203690,프로스테믹스,4355,-230,-5.02,,,621.0,7.01,0,0.0
2062,053610,프로텍,27100,-650,-2.34,3720.0,7.28,18797.0,1.44,400,1.48
2063,335810,프리시젼바이오,32800,-3500,-9.64,,,1183.0,27.73,0,0.0
2064,053160,프리엠스,19750,-1400,-6.62,102.0,193.63,7582.0,2.6,50,0.25
2065,075130,플랜티넷,6890,40,0.58,303.0,22.74,7467.0,0.92,250,3.63
2066,237820,플레이디,8220,-170,-2.03,730.0,11.26,4477.0,1.84,220,2.68
2067,023770,플레이위드,9080,-100,-1.09,1148.0,7.91,2126.0,4.27,0,0.0
2068,300080,플리토,12600,-100,-0.79,,,4642.0,2.71,0,0.0
2069,032580,피델릭스,1325,5,0.38,,,1370.0,0.97,0,0.0
2070,051380,피씨디렉트,10950,0,0.0,494.0,22.17,4705.0,2.33,100,0.91
2071,241820,피씨엘,34700,300,0.87,,,611.0,56.79,0,0.0
2072,237750,피앤씨테크,6060,-120,-1.94,428.0,14.16,9172.0,0.66,0,0.0
2073,131390,피앤이솔루션,23250,1000,4.49,1096.0,21.21,5497.0,4.23,0,0.0
2074,024850,피에스엠씨,1575,-95,-5.69,2.0,787.5,510.0,3.09,0,0.0
2075,319660,피에스케이,38700,-550,-1.4,1058.0,36.58,12682.0,3.05,300,0.78
2076,031980,피에스케이홀딩스,8680,90,1.05,950.0,9.14,15958.0,0.54,150,1.73
2077,002230,피에스텍,4555,-115,-2.46,131.0,34.77,7280.0,0.63,150,3.29
2078,347740,피엔케이피부임상연구센타,24000,-550,-2.24,973.0,24.67,3767.0,6.37,0,0.0
2079,137400,피엔티,27300,50,0.18,,,4258.0,6.41,0,0.0
2080,128660,피제이메탈,2350,-5,-0.21,85.0,27.65,1634.0,1.44,100,4.26
2081,006140,피제이전자,6960,-70,-1.0,326.0,21.35,7136.0,0.98,140,2.01
2082,304840,피플바이오,63000,-5900,-8.56,,,542.0,116.24,0,0.0
2083,062970,피피아이,6900,110,1.62,339.0,20.35,2409.0,2.86,0,0.0
2084,087600,픽셀플러스,7210,0,0.0,,,9523.0,0.76,0,0.0
2085,057880,필로시스헬스케어,1970,-25,-1.25,,,542.0,3.63,0,0.0
2086,033180,필룩스,3995,-105,-2.56,,,3355.0,1.19,0,0.0
2087,161580,필옵틱스,15800,450,2.93,,,3174.0,4.98,0,0.0
2088,347770,핌스,16300,-600,-3.55,1043.0,15.63,2593.0,6.29,0,0.0
2089,332710,하나금융14호스팩,2075,0,0.0,,,,,0,0.0
2090,341160,하나금융15호스팩,2080,-20,-0.95,,,,,0,0.0
2091,343510,하나금융16호스팩,2090,0,0.0,,,,,0,0.0
2092,086790,하나금융지주,37700,900,2.45,7898.0,4.77,93673.0,0.4,2100,5.57
2093,299030,하나기술,143400,-5500,-3.69,2149.0,66.73,5760.0,24.9,0,0.0
2094,067310,하나마이크론,11250,-400,-3.43,,,5238.0,2.15,50,0.44
2095,307160,하나머스트제6호스팩,2130,0,0.0,,,,,0,0.0
2096,166090,하나머티리얼즈,29650,-1150,-3.73,1421.0,20.87,7410.0,4.0,200,0.67
2097,293480,하나제약,25250,250,1.0,1778.0,14.2,13601.0,1.86,460,1.82
2098,039130,하나투어,57100,-300,-0.52,,,15562.0,3.67,1000,1.75
2099,136480,하림,2910,-70,-2.35,,,2924.0,1.0,0,0.0
2100,003380,하림지주,8900,-80,-0.89,736.0,12.09,18633.0,0.48,50,0.56
2101,149980,하이로닉,5070,-70,-1.36,231.0,21.95,2888.0,1.76,56,1.1
2102,013030,하이록코리아,13750,-150,-1.08,947.0,14.52,25087.0,0.55,500,3.64
2103,126700,하이비젼시스템,14850,400,2.77,607.0,24.46,8297.0,1.79,50,0.34
2104,106080,하이소닉,3330,0,0.0,,,883.0,3.77,0,0.0
2105,071090,하이스틸,19850,0,0.0,16.0,1240.63,63833.0,0.31,100,0.5
2106,340120,하이제5호스팩,2080,5,0.24,,,,,0,0.0
2107,221840,하이즈항공,5140,-130,-2.47,221.0,23.26,4321.0,1.19,61,1.19
2108,106190,하이텍팜,24250,3350,16.03,,,13907.0,1.74,50,0.21
2109,019490,하이트론,4630,-170,-3.54,,,3091.0,1.5,0,0.0
2110,000080,하이트진로,34800,-600,-1.69,,,14488.0,2.4,700,2.01
2111,000087,하이트진로2우B,21050,-300,-1.41,,,,,0,0.0
2112,000140,하이트진로홀딩스,15800,-150,-0.94,,,18398.0,0.86,350,2.22
2113,000145,하이트진로홀딩스우,14600,-100,-0.68,,,,,400,2.74
2114,066130,하츠,8450,110,1.32,194.0,43.56,6471.0,1.31,30,0.36
2115,004590,한국가구,4455,-80,-1.76,405.0,11.0,6919.0,0.64,115,2.58
2116,036460,한국가스공사,31900,0,0.0,395.0,80.76,85073.0,0.37,380,1.19
2117,039340,한국경제TV,6390,290,4.75,671.0,9.52,5300.0,1.21,90,1.41
2118,005430,한국공항,38500,150,0.39,5318.0,7.24,102021.0,0.38,1000,2.6
2119,071050,한국금융지주,89800,1200,1.35,14467.0,6.21,81250.0,1.11,2900,3.23
2120,071055,한국금융지주우,66700,600,0.91,,,,,2962,4.44
2121,034950,한국기업평가,94900,-1700,-1.76,4563.0,20.8,23591.0,4.02,8618,9.08
2122,010040,한국내화,4150,-130,-3.04,193.0,21.5,6144.0,0.68,35,0.84
2123,025540,한국단자,70000,7000,11.11,3062.0,22.86,68181.0,1.03,700,1.0
2124,222980,한국맥널티,6170,-20,-0.32,,,2769.0,2.23,0,0.0
2125,318000,한국바이오젠,8400,-120,-1.41,,,3159.0,2.66,50,0.6
2126,256840,한국비엔씨,4480,-220,-4.68,,,558.0,8.03,0,0.0
2127,004090,한국석유,100500,-1500,-1.47,,,212214.0,0.47,1500,1.49
2128,025550,한국선재,3540,-95,-2.61,111.0,31.89,3631.0,0.97,0,0.0
2129,002200,한국수출포장,23100,-100,-0.43,4505.0,5.13,61942.0,0.37,600,2.6
2130,002960,한국쉘석유,255500,0,0.0,16174.0,15.8,75323.0,3.39,16000,6.26
2131,023890,한국아트라스비엑스,57900,100,0.17,13966.0,4.15,40126.0,1.44,400,0.69
2132,017890,한국알콜,13150,-150,-1.13,1545.0,8.51,15175.0,0.87,100,0.76
2133,080720,한국유니온제약,18100,0,0.0,65.0,278.46,9084.0,1.99,0,0.0
2134,123890,한국자산신탁,4090,-20,-0.49,733.0,5.58,5339.0,0.77,200,4.89
2135,015760,한국전력,27000,-50,-0.18,,,105140.0,0.26,0,0.0
2136,063570,한국전자금융,5640,-80,-1.4,150.0,37.6,4581.0,1.23,110,1.95
2137,041460,한국전자인증,6270,-130,-2.03,87.0,72.07,1887.0,3.32,46,0.73
2138,006200,한국전자홀딩스,951,-9,-0.94,,,2289.0,0.42,0,0.0
2139,101680,한국정밀기계,1605,0,0.0,,,6762.0,0.24,0,0.0
2140,039740,한국정보공학,3850,-180,-4.47,223.0,17.26,5025.0,0.77,0,0.0
2141,053300,한국정보인증,7950,-130,-1.61,229.0,34.72,2735.0,2.91,100,1.26
2142,025770,한국정보통신,9040,30,0.33,649.0,13.93,5319.0,1.7,0,0.0
2143,291210,한국제7호스팩,2045,5,0.25,,,,,0,0.0
2144,310870,한국제8호스팩,2095,5,0.24,,,,,0,0.0
2145,009540,한국조선해양,118500,0,0.0,2183.0,54.28,163436.0,0.73,0,0.0
2146,023350,한국종합기술,4920,-80,-1.6,,,8724.0,0.56,100,2.03
2147,025890,한국주강,1600,0,0.0,,,2848.0,0.56,0,0.0
2148,000970,한국주철관,8490,-20,-0.24,585.0,14.51,11819.0,0.72,200,2.36
2149,104700,한국철강,6900,10,0.15,415.0,16.63,15742.0,0.44,200,2.9
2150,017960,한국카본,13900,-250,-1.77,431.0,32.25,7114.0,1.95,120,0.86
2151,023760,한국캐피탈,592,1,0.17,118.0,5.02,897.0,0.66,25,4.22
2152,054040,한국컴퓨터,2980,-5,-0.17,496.0,6.01,5849.0,0.51,130,4.36
2153,050540,한국코퍼레이션,282,0,0.0,,,974.0,0.29,0,0.0
2154,161890,한국콜마,50600,-1000,-1.94,1284.0,39.41,20601.0,2.46,330,0.65
2155,024720,한국콜마홀딩스,26050,100,0.39,2364.0,11.02,22998.0,1.13,195,0.75
2156,021650,한국큐빅,4330,100,2.36,206.0,21.02,3499.0,1.24,25,0.58
2157,161390,한국타이어앤테크놀로지,38650,1250,3.34,3387.0,11.41,57774.0,0.67,550,1.42
2158,053590,한국테크놀로지,1030,-15,-1.44,,,343.0,3.0,0,0.0
2159,000240,한국테크놀로지그룹,15000,500,3.45,1650.0,9.09,35269.0,0.43,350,2.33
2160,034830,한국토지신탁,2070,-20,-0.96,449.0,4.61,3476.0,0.6,110,5.31
2161,007280,한국특수형강,1885,-10,-0.53,,,2085.0,0.9,0,0.0
2162,032300,한국파마,23800,700,3.03,629.0,37.84,3028.0,7.86,50,0.21
2163,037230,한국팩키지,5750,-350,-5.74,72.0,79.86,1591.0,3.61,35,0.61
2164,010100,한국프랜지,3860,-245,-5.97,373.0,10.35,7092.0,0.54,50,1.3
2165,047810,한국항공우주,28150,-150,-0.53,1748.0,16.1,11714.0,2.4,400,1.42
2166,123690,한국화장품,12400,-200,-1.59,,,2190.0,5.66,0,0.0
2167,003350,한국화장품제조,36500,-350,-0.95,,,10597.0,3.44,100,0.27
2168,030520,한글과컴퓨터,18700,0,0.0,864.0,21.64,9633.0,1.94,0,0.0
2169,052600,한네트,6480,-60,-0.92,98.0,66.12,3033.0,2.14,100,1.54
2170,011500,한농화성,10200,-50,-0.49,652.0,15.64,7692.0,1.33,150,1.47
2171,002390,한독,32250,-500,-1.53,2544.0,12.68,24757.0,1.3,275,0.85
2172,256150,한독크린텍,25250,-450,-1.75,1601.0,15.77,7753.0,3.26,200,0.79
2173,014790,한라,5040,-90,-1.75,28.0,180.0,5322.0,0.95,0,0.0
2174,092460,한라IMS,6420,-80,-1.23,392.0,16.38,6891.0,0.93,100,1.56
2175,060980,한라홀딩스,45300,4850,11.99,3921.0,11.55,84613.0,0.54,2000,4.42
2176,039670,한류타임즈,3680,0,0.0,,,,,0,0.0
2177,053690,한미글로벌,10950,-100,-0.9,2222.0,4.93,10777.0,1.02,200,1.83
2178,042700,한미반도체,17500,0,0.0,383.0,45.69,3839.0,4.56,100,0.57
2179,008930,한미사이언스,84800,-5700,-6.3,467.0,181.58,9607.0,8.83,200,0.24
2180,128940,한미약품,381000,-13000,-3.3,4352.0,87.55,60099.0,6.34,500,0.13
2181,047080,한빛소프트,3370,-55,-1.61,97.0,34.74,602.0,5.6,0,0.0
2182,009240,한샘,107500,-500,-0.46,2423.0,44.37,25215.0,4.26,1200,1.12
2183,020000,한섬,31050,-250,-0.8,3881.0,8.0,42450.0,0.73,450,1.45
2184,003680,한성기업,8830,50,0.57,,,8081.0,1.09,0,0.0
2185,105630,한세실업,15850,-350,-2.16,,,9945.0,1.59,500,3.15
2186,069640,한세엠케이,3335,15,0.45,,,7793.0,0.43,0,0.0
2187,016450,한세예스24홀딩스,7550,-60,-0.79,513.0,14.72,6786.0,1.11,250,3.31
2188,010420,한솔PNS,1810,-35,-1.9,154.0,11.75,2004.0,0.9,25,1.38
2189,009180,한솔로지스틱스,3085,0,0.0,215.0,14.35,1713.0,1.8,40,1.3
2190,070590,한솔인티큐브,2685,-80,-2.89,,,1705.0,1.57,0,0.0
2191,213500,한솔제지,13700,-100,-0.72,1683.0,8.14,24810.0,0.55,600,4.38
2192,014680,한솔케미칼,193000,4000,2.12,7798.0,24.75,39713.0,4.86,1500,0.78
2193,004710,한솔테크닉스,10050,-50,-0.5,245.0,41.02,8145.0,1.23,0,0.0
2194,004150,한솔홀딩스,3790,-110,-2.82,602.0,6.3,9195.0,0.41,0,0.0
2195,025750,한솔홈데코,2245,-70,-3.02,,,1914.0,1.17,0,0.0
2196,226440,한송네오텍,1815,-35,-1.89,9.0,201.67,480.0,3.78,0,0.0
2197,042520,한스바이오메드,12350,-300,-2.37,1012.0,12.2,7562.0,1.63,120,0.97
2198,004960,한신공영,18150,150,0.83,6212.0,2.92,43693.0,0.42,350,1.93
2199,011700,한신기계,1645,-15,-0.9,51.0,32.25,2496.0,0.66,15,0.91
2200,078350,한양디지텍,5420,-120,-2.17,,,2890.0,1.88,0,0.0
2201,045100,한양이엔지,16850,-100,-0.59,1695.0,9.94,18191.0,0.93,450,2.67
2202,001750,한양증권,9510,10,0.11,1726.0,5.51,22236.0,0.43,350,3.68
2203,001755,한양증권우,17150,0,0.0,,,,,400,2.33
2204,018880,한온시스템,18450,2100,12.84,597.0,30.9,4153.0,4.44,320,1.73
2205,009420,한올바이오파마,37600,-1300,-3.34,375.0,100.27,2688.0,13.99,0,0.0
2206,014130,한익스프레스,6990,-260,-3.59,479.0,14.59,5960.0,1.17,70,1.0
2207,046110,한일네트웍스,5090,225,4.62,589.0,8.64,5635.0,0.9,230,4.52
2208,024740,한일단조,1910,-25,-1.29,107.0,17.85,3698.0,0.52,0,0.0
2209,005860,한일사료,1795,-30,-1.64,,,1568.0,1.14,25,1.39
2210,300720,한일시멘트,107500,-500,-0.46,9772.0,11.0,214009.0,0.5,4700,4.37
2211,123840,한일진공,1160,-40,-3.33,,,1803.0,0.64,0,0.0
2212,002220,한일철강,2085,5,0.24,,,6586.0,0.32,0,0.0
2213,006390,한일현대시멘트,30600,-450,-1.45,2458.0,12.45,12164.0,2.52,1000,3.27
2214,003300,한일홀딩스,10850,50,0.46,461.0,23.54,33397.0,0.32,460,4.24
2215,007770,한일화학,10550,100,0.96,475.0,22.21,26611.0,0.4,150,1.42
2216,051600,한전KPS,28950,-100,-0.34,3407.0,8.5,23632.0,1.23,1920,6.63
2217,052690,한전기술,18300,250,1.39,694.0,26.37,12878.0,1.42,310,1.69
2218,130660,한전산업,4605,-85,-1.81,530.0,8.69,2632.0,1.75,227,4.93
2219,002320,한진,48850,-850,-1.71,,,72343.0,0.68,500,1.02
2220,097230,한진중공업,7190,-80,-1.1,5185.0,1.39,2943.0,2.44,0,0.0
2221,003480,한진중공업홀딩스,4645,5,0.11,1160.0,4.0,11298.0,0.41,0,0.0
2222,180640,한진칼,65400,1800,2.83,,,20882.0,3.13,255,0.39
2223,18064K,한진칼우,47950,700,1.48,,,,,280,0.58
2224,005110,한창,1655,145,9.6,,,593.0,2.79,0,0.0
2225,079170,한창산업,8080,-110,-1.34,227.0,35.59,10088.0,0.8,110,1.36
2226,009460,한창제지,2295,-65,-2.75,125.0,18.36,1440.0,1.59,20,0.87
2227,086960,한컴MDS,16100,300,1.9,987.0,16.31,12715.0,1.27,0,0.0
2228,054920,한컴위드,8050,670,9.08,1905.0,4.23,4404.0,1.83,0,0.0
2229,002680,한탑,2880,160,5.88,,,1573.0,1.83,0,0.0
2230,066110,한프,480,0,0.0,,,,,0,0.0
2231,000880,한화,31300,300,0.97,1051.0,29.78,45198.0,0.69,700,2.24
2232,00088K,한화3우B,14050,100,0.72,,,,,750,5.34
2233,088350,한화생명,3390,30,0.89,18.0,188.33,14606.0,0.23,30,0.88
2234,000370,한화손해보험,3820,-60,-1.55,,,12154.0,0.31,0,0.0
2235,009830,한화솔루션,56700,1300,2.35,,,35228.0,1.61,200,0.35
2236,009835,한화솔루션우,71000,-400,-0.56,,,,,250,0.35
2237,272210,한화시스템,17750,600,3.5,706.0,25.14,8786.0,2.02,310,1.75
2238,317320,한화에스비아이스팩,2505,-5,-0.2,,,,,0,0.0
2239,012450,한화에어로스페이스,32750,1950,6.33,2558.0,12.8,48217.0,0.68,0,0.0
2240,000885,한화우,46500,0,0.0,,,,,750,1.61
2241,003530,한화투자증권,2800,5,0.18,511.0,5.48,5265.0,0.53,0,0.0
2242,003535,한화투자증권우,3890,-90,-2.26,,,,,0,0.0
2243,340440,한화플러스제1호스팩,2035,0,0.0,,,,,0,0.0
2244,102210,해덕파워웨이,1100,0,0.0,,,1517.0,0.73,0,0.0
2245,220630,해마로푸드서비스,3580,-70,-1.92,148.0,24.19,861.0,4.16,50,1.4
2246,195870,해성디에스,29050,5250,22.06,1078.0,26.95,12267.0,2.37,350,1.2
2247,034810,해성산업,12000,-200,-1.64,238.0,50.42,14265.0,0.84,175,1.46
2248,076610,해성옵틱스,1780,-15,-0.84,,,1957.0,0.91,0,0.0
2249,101530,해태제과식품,8110,-10,-0.12,,,8359.0,0.97,150,1.85
2250,220180,핸디소프트,2970,10,0.34,,,2868.0,1.04,0,0.0
2251,143210,핸즈코퍼레이션,8810,170,1.97,320.0,27.53,14807.0,0.59,130,1.48
2252,008800,행남사,1770,0,0.0,,,671.0,2.64,0,0.0
2253,084990,헬릭스미스,29800,-400,-1.32,,,6867.0,4.34,0,0.0
2254,000720,현대건설,41000,450,1.11,3656.0,11.21,59778.0,0.69,600,1.46
2255,267270,현대건설기계,38500,300,0.79,169.0,227.81,61453.0,0.63,0,0.0
2256,000725,현대건설우,180000,-500,-0.28,,,,,650,0.36
