,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1285,003800,에이스침대,39100,-50,-0.13,4130.0,9.47,42247.0,0.93,1100,2.81
1286,088800,에이스테크,28000,2050,7.9,,,2275.0,12.31,0,0.0
1287,241840,에이스토리,33500,-800,-2.33,,,4143.0,8.09,0,0.0
1288,138360,에이씨티,4480,0,0.0,,,1588.0,2.82,0,0.0
1289,039230,에이아이비트,181,0,0.0,,,483.0,0.37,0,0.0
1290,312610,에이에프더블류,16500,-200,-1.2,614.0,26.87,7045.0,2.34,100,0.61
1291,015260,에이엔피,1655,-170,-9.32,,,4707.0,0.35,0,0.0
1292,072990,에이치시티,14700,350,2.44,874.0,16.82,7129.0,2.06,30,0.2
1293,176440,에이치엔티,1920,0,0.0,,,695.0,2.76,0,0.0
1294,028300,에이치엘비,97900,900,0.93,,,3835.0,25.53,0,0.0
1295,067630,에이치엘비생명과학,27400,300,1.11,,,7094.0,3.86,0,0.0
1296,047920,에이치엘비제약,16100,-100,-0.62,34.0,473.53,1293.0,12.45,0,0.0
1297,043220,에이치엘비파워,1310,10,0.77,15.0,87.33,425.0,3.08,0,0.0
1298,239610,에이치엘사이언스,43900,-100,-0.23,3722.0,11.79,15065.0,2.91,400,0.91
1299,353070,에이치엠씨제4호스팩,2015,-30,-1.47,,,,,0,0.0
1300,353060,에이치엠씨제5호스팩,2020,-5,-0.25,,,,,0,0.0
1301,044780,에이치케이,1865,0,0.0,45.0,41.44,2642.0,0.71,0,0.0
1302,071670,에이테크솔루션,20100,-50,-0.25,145.0,138.62,7007.0,2.87,0,0.0
1303,045660,에이텍,36200,-1450,-3.85,789.0,45.88,9141.0,3.96,100,0.28
1304,224110,에이텍티앤,25550,-1250,-4.66,480.0,53.23,9164.0,2.79,0,0.0
1305,230980,에이트원,5210,-40,-0.76,,,841.0,6.2,0,0.0
1306,021080,에이티넘인베스트,2615,-40,-1.51,141.0,18.55,1660.0,1.58,50,1.91
1307,089530,에이티세미콘,903,45,5.24,,,444.0,2.03,0,0.0
1308,200470,에이팩트,7690,150,1.99,239.0,32.18,3459.0,2.22,0,0.0
1309,073070,에이팸,2035,0,0.0,,,2250.0,0.9,0,0.0
1310,262260,에이프로,47350,350,0.74,1543.0,30.69,3866.0,12.25,0,0.0
1311,109960,에이프로젠 H&G,728,-21,-2.8,,,1178.0,0.62,0,0.0
1312,007460,에이프로젠 KIC,2020,-55,-2.65,86.0,23.49,1973.0,1.02,0,0.0
1313,003060,에이프로젠제약,1285,-30,-2.28,,,968.0,1.33,0,0.0
1314,244920,에이플러스에셋,5560,-180,-3.14,610.0,9.11,2262.0,2.46,15,0.27
1315,089970,에이피티씨,19150,-500,-2.54,656.0,29.19,2561.0,7.48,0,0.0
1316,230240,에치에프알,31050,-250,-0.8,86.0,361.05,6753.0,4.6,0,0.0
1317,064510,에코마이스터,1645,-40,-2.37,,,855.0,1.92,0,0.0
1318,230360,에코마케팅,28150,-1050,-3.6,975.0,28.87,3293.0,8.55,670,2.38
1319,038870,에코바이오,10000,-200,-1.96,620.0,16.13,5355.0,1.87,0,0.0
1320,128540,에코캡,3350,150,4.69,76.0,44.08,4556.0,0.74,0,0.0
1321,086520,에코프로,58500,3000,5.41,946.0,61.84,12226.0,4.78,300,0.51
1322,247540,에코프로비엠,194000,8400,4.53,1750.0,110.86,18010.0,10.77,150,0.08
1323,038110,에코플라스틱,2205,40,1.85,,,4274.0,0.52,30,1.36
1324,073540,에프알텍,6550,300,4.8,,,2742.0,2.39,0,0.0
1325,064850,에프앤가이드,8470,-330,-3.75,286.0,29.62,3067.0,2.76,70,0.83
1326,064090,에프앤리퍼블릭,500,-27,-5.12,,,423.0,1.18,0,0.0
1327,036810,에프에스티,31800,-100,-0.31,1002.0,31.74,5592.0,5.69,80,0.25
1328,173940,에프엔씨엔터,5880,-50,-0.84,,,4622.0,1.27,0,0.0
1329,083500,에프엔에스테크,13850,-250,-1.77,202.0,68.56,6180.0,2.24,0,0.0
1330,054940,엑사이엔씨,1475,-40,-2.64,,,1570.0,0.94,0,0.0
1331,205100,엑셈,4535,80,1.8,143.0,31.71,1958.0,2.32,0,0.0
1332,070300,엑스큐어,4810,0,0.0,175.0,27.49,3165.0,1.52,0,0.0
1333,092870,엑시콘,15550,-400,-2.51,,,7266.0,2.14,65,0.42
1334,317870,엔바이오니아,8220,220,2.75,159.0,51.7,2897.0,2.84,0,0.0
1335,067570,엔브이에이치코리아,3955,200,5.33,364.0,10.87,4904.0,0.81,50,1.26
1336,101400,엔시트론,871,-17,-1.91,,,580.0,1.5,0,0.0
1337,036570,엔씨소프트,995000,48000,5.07,17387.0,57.23,113836.0,8.74,5220,0.52
1338,217820,엔에스,11300,-400,-3.42,693.0,16.31,3288.0,3.44,80,0.71
1339,138250,엔에스쇼핑,13800,-500,-3.5,,,12609.0,1.09,150,1.09
1340,031860,엔에스엔,1350,-50,-3.57,,,952.0,1.42,0,0.0
1341,310840,엔에이치스팩13호,2350,130,5.86,,,,,0,0.0
1342,319400,엔에이치스팩14호,6630,200,3.11,,,,,0,0.0
1343,353190,엔에이치스팩16호,2085,0,0.0,,,,,0,0.0
1344,359090,엔에이치스팩17호,2050,0,0.0,,,,,0,0.0
1345,365590,엔에이치스팩18호,2060,0,0.0,,,,,0,0.0
1346,265740,엔에프씨,14050,-450,-3.1,991.0,14.18,2829.0,4.97,0,0.0
1347,354200,엔젠바이오,29000,-2350,-7.5,,,398.0,72.86,0,0.0
1348,208860,엔지스테크널러지,6640,330,5.23,,,955.0,6.95,0,0.0
1349,183490,엔지켐생명과학,102700,-1500,-1.44,,,9036.0,11.37,0,0.0
1350,085310,엔케이,1180,0,0.0,,,1121.0,1.05,0,0.0
1351,182400,엔케이맥스,21300,-2500,-10.5,,,3408.0,6.25,0,0.0
1352,009810,엔케이물산,537,-60,-10.05,,,802.0,0.67,0,0.0
1353,069410,엔텔스,9400,-120,-1.26,301.0,31.23,6109.0,1.54,0,0.0
1354,227950,엔투텍,3920,-130,-3.21,,,1138.0,3.44,0,0.0
1355,198080,엔피디,4405,-60,-1.34,1167.0,3.77,3492.0,1.26,0,0.0
1356,048830,엔피케이,2035,5,0.25,,,2153.0,0.95,30,1.47
1357,096870,엘디티,3420,-5,-0.15,,,1480.0,2.31,0,0.0
1358,061970,엘비세미콘,14050,-100,-0.71,744.0,18.88,3419.0,4.11,50,0.36
1359,138690,엘아이에스,5470,-90,-1.62,,,2625.0,2.08,0,0.0
1360,290650,엘앤씨바이오,33000,-1000,-2.94,331.0,99.7,2635.0,12.52,100,0.3
1361,066970,엘앤에프,75300,-900,-1.18,,,5040.0,14.94,50,0.07
1362,156100,엘앤케이바이오,60300,5200,9.44,,,2343.0,25.74,0,0.0
1363,073110,엘엠에스,15550,1200,8.36,1603.0,9.7,13986.0,1.11,250,1.61
1364,083310,엘오티베큠,18750,100,0.54,143.0,131.12,9277.0,2.02,0,0.0
1365,297890,엘이티,17300,0,0.0,1557.0,11.11,4594.0,3.77,0,0.0
1366,037950,엘컴텍,1545,-25,-1.59,13.0,118.85,877.0,1.76,35,2.27
1367,170920,엘티씨,12600,0,0.0,104.0,121.15,11611.0,1.09,100,0.79
1368,058630,엠게임,6490,380,6.22,406.0,15.99,2050.0,3.17,0,0.0
1369,019590,엠벤처투자,1060,-10,-0.93,133.0,7.97,627.0,1.69,0,0.0
1370,169330,엠브레인,7880,-40,-0.51,511.0,15.42,2521.0,3.13,220,2.79
1371,097520,엠씨넥스,43450,3200,7.95,5151.0,8.44,12571.0,3.46,500,1.15
1372,179290,엠아이텍,4605,-175,-3.66,120.0,38.38,1586.0,2.9,50,1.09
1373,009780,엠에스씨,4970,-30,-0.6,668.0,7.44,5130.0,0.97,60,1.21
1374,123040,엠에스오토텍,9230,50,0.54,552.0,16.72,4849.0,1.9,75,0.81
1375,323230,엠에프엠코리아,2005,-75,-3.61,,,,,0,0.0
1376,032790,엠젠플러스,4075,0,0.0,,,1319.0,3.09,0,0.0
1377,033160,엠케이전자,10850,-150,-1.36,336.0,32.29,13992.0,0.78,40,0.37
1378,347890,엠투아이,18400,50,0.27,800.0,23.0,4958.0,3.71,280,1.52
1379,033310,엠투엔,13900,-150,-1.07,200.0,69.5,2544.0,5.46,0,0.0
1380,259630,엠플러스,15950,450,2.9,198.0,80.56,4076.0,3.91,0,0.0
1381,115960,연우,19950,-550,-2.68,1355.0,14.72,16906.0,1.18,160,0.8
1382,060850,영림원소프트랩,14800,200,1.37,714.0,20.73,1578.0,9.38,25,0.17
1383,014440,영보화학,3785,-25,-0.66,263.0,14.39,7274.0,0.52,100,2.64
1384,007530,영신금속,3605,-15,-0.41,450.0,8.01,3267.0,1.1,0,0.0
1385,143540,영우디에스피,2295,-25,-1.08,,,591.0,3.88,0,0.0
1386,111770,영원무역,33000,600,1.85,3791.0,8.7,41602.0,0.79,400,1.21
1387,009970,영원무역홀딩스,37100,350,0.95,10421.0,3.56,100896.0,0.37,1000,2.7
1388,003520,영진약품,7990,-10,-0.13,28.0,285.36,633.0,12.62,0,0.0
1389,000670,영풍,573000,0,0.0,135469.0,4.23,1767872.0,0.32,10000,1.75
1390,036560,영풍정밀,8150,30,0.37,799.0,10.2,18057.0,0.45,300,3.68
1391,006740,영풍제지,5900,-210,-3.44,516.0,11.43,5383.0,1.1,40,0.68
1392,012280,영화금속,2415,-85,-3.4,6.0,402.5,1556.0,1.55,0,0.0
1393,265560,영화테크,23400,350,1.52,,,8466.0,2.76,50,0.21
1394,012160,영흥,1200,-25,-2.04,20.0,60.0,1937.0,0.62,30,2.5
1395,036000,예림당,2915,-45,-1.52,,,9308.0,0.31,0,0.0
1396,250930,예선테크,2515,-60,-2.33,,,1089.0,2.31,0,0.0
1397,053280,예스24,14900,-300,-1.97,,,3715.0,4.01,200,1.34
1398,015360,예스코홀딩스,34800,250,0.72,4611.0,7.55,91813.0,0.38,1750,5.03
1399,122640,예스티,11800,850,7.76,,,3924.0,3.01,0,0.0
1400,045060,오공,5020,-110,-2.14,444.0,11.31,4699.0,1.07,50,1.0
1401,080520,오디텍,5620,-50,-0.88,192.0,29.27,10005.0,0.56,100,1.78
1402,007310,오뚜기,581000,8000,1.4,29693.0,19.57,354385.0,1.64,7500,1.29
1403,039830,오로라,9440,-10,-0.11,368.0,25.65,9867.0,0.96,200,2.12
1404,046120,오르비텍,5240,-40,-0.76,43.0,121.86,2877.0,1.82,0,0.0
1405,014940,오리엔탈정공,2570,-35,-1.34,77.0,33.38,689.0,3.73,0,0.0
1406,002630,오리엔트바이오,1505,-105,-6.52,,,510.0,2.95,0,0.0
1407,065500,오리엔트정공,1135,-35,-2.99,,,424.0,2.68,0,0.0
1408,271560,오리온,127500,4000,3.24,5454.0,23.38,41042.0,3.11,600,0.47
1409,001800,오리온홀딩스,13400,200,1.52,804.0,16.67,30747.0,0.44,650,4.85
1410,010470,오리콤,6070,570,10.36,532.0,11.41,7081.0,0.86,220,3.62
1411,053980,오상자이엘,9260,-110,-1.17,,,2131.0,4.35,0,0.0
1412,052420,오성첨단소재,4730,-300,-5.96,236.0,20.04,2813.0,1.68,0,0.0
1413,241790,오션브릿지,17850,-800,-4.29,1093.0,16.33,6457.0,2.76,270,1.51
1414,039200,오스코텍,47950,-3050,-5.98,,,1708.0,28.07,0,0.0
1415,226400,오스테오닉,3560,-90,-2.47,40.0,89.0,2295.0,1.55,0,0.0
1416,031510,오스템,2950,-20,-0.67,,,4219.0,0.7,20,0.68
1417,048260,오스템임플란트,51900,1600,3.18,,,5602.0,9.26,0,0.0
1418,138080,오이솔루션,57600,1600,2.86,4756.0,12.11,13112.0,4.39,400,0.69
1419,080580,오킨스전자,21050,-100,-0.47,18.0,1169.44,1845.0,11.41,0,0.0
1420,067170,오텍,15300,-600,-3.77,719.0,21.28,9288.0,1.65,130,0.85
1421,173130,오파스넷,5400,-150,-2.7,,,1492.0,3.62,0,0.0
1422,049480,오픈베이스,3315,-15,-0.45,51.0,65.0,2062.0,1.61,15,0.45
1423,309930,오하임아이엔티,2540,5,0.2,,,,,0,0.0
1424,244460,올리패스,26350,-150,-0.57,,,1214.0,21.71,0,0.0
1425,226950,올릭스,46100,-400,-0.86,,,3203.0,14.39,0,0.0
1426,057540,옴니시스템,2430,-25,-1.02,463.0,5.25,2326.0,1.04,0,0.0
1427,082210,옵트론텍,12000,200,1.69,461.0,26.03,4750.0,2.53,30,0.25
1428,109080,옵티시스,8180,80,0.99,579.0,14.13,6727.0,1.22,50,0.61
1429,153710,옵티팜,15200,-900,-5.59,,,2477.0,6.14,0,0.0
1430,122990,와이솔,17300,350,2.06,1228.0,14.09,12099.0,1.43,250,1.45
1431,232140,와이아이케이,6230,20,0.32,,,1580.0,3.94,0,0.0
1432,067900,와이엔텍,13300,-150,-1.12,1012.0,13.14,7405.0,1.8,0,0.0
1433,155650,와이엠씨,8530,0,0.0,,,4046.0,2.11,0,0.0
1434,251370,와이엠티,19500,-50,-0.26,900.0,21.67,5222.0,3.73,0,0.0
1435,066430,와이오엠,1700,-25,-1.45,,,940.0,1.81,0,0.0
1436,193250,와이제이엠게임즈,1530,-15,-0.97,,,1324.0,1.16,0,0.0
1437,273060,와이즈버즈,1795,-20,-1.1,,,,,0,0.0
1438,019210,와이지-원,6640,-240,-3.49,41.0,161.95,10380.0,0.64,120,1.81
1439,122870,와이지엔터테인먼트,45100,2100,4.88,,,18508.0,2.44,0,0.0
1440,332570,와이팜,13750,250,1.85,339.0,40.56,1389.0,9.9,0,0.0
1441,079000,와토스코리아,5650,-30,-0.53,437.0,12.93,10456.0,0.54,200,3.54
1442,070960,용평리조트,4315,5,0.12,,,8222.0,0.52,0,0.0
1443,114630,우노앤컴퍼니,4270,0,0.0,,,4911.0,0.87,100,2.34
1444,316140,우리금융지주,9910,70,0.71,2727.0,3.63,29782.0,0.33,700,7.06
1445,032820,우리기술,1305,-40,-2.97,,,339.0,3.85,0,0.0
1446,041190,우리기술투자,5790,580,11.13,140.0,41.36,899.0,6.44,0,0.0
1447,115440,우리넷,9310,50,0.54,283.0,32.9,7874.0,1.18,50,0.54
1448,004720,우리들제약,11000,-200,-1.79,26.0,423.08,4801.0,2.29,0,0.0
1449,118000,우리들휴브레인,2740,-70,-2.49,,,1020.0,2.69,0,0.0
1450,046970,우리로,1655,-20,-1.19,,,1107.0,1.5,0,0.0
1451,082850,우리바이오,5480,-290,-5.03,107.0,51.21,2078.0,2.64,0,0.0
1452,215360,우리산업,26950,550,2.08,802.0,33.6,12469.0,2.16,120,0.45
1453,072470,우리산업홀딩스,6010,260,4.52,10.0,601.0,6836.0,0.88,25,0.42
1454,073560,우리손에프앤지,2060,-35,-1.67,61.0,33.77,2645.0,0.78,25,1.21
1455,153490,우리이앤엘,1485,-55,-3.57,99.0,15.0,1223.0,1.21,0,0.0
1456,037400,우리조명,2185,-50,-2.24,53.0,41.23,2799.0,0.78,0,0.0
1457,010050,우리종금,542,-3,-0.55,78.0,6.95,536.0,1.01,0,0.0
1458,101170,우림기계,5420,10,0.18,,,6428.0,0.84,0,0.0
1459,006980,우성사료,3205,0,0.0,464.0,6.91,5612.0,0.57,15,0.47
1460,066590,우수AMS,8780,90,1.04,11.0,798.18,2442.0,3.6,0,0.0
1461,017370,우신시스템,3720,0,0.0,347.0,10.72,6224.0,0.6,0,0.0
1462,103840,우양,5790,-160,-2.69,326.0,17.76,2347.0,2.47,0,0.0
1463,046940,우원개발,6660,-90,-1.33,818.0,8.14,4666.0,1.43,0,0.0
1464,215380,우정바이오,8500,-300,-3.41,28.0,303.57,2555.0,3.33,0,0.0
1465,065680,우주일렉트로,37050,-1200,-3.14,1407.0,26.33,19095.0,1.94,300,0.81
1466,105840,우진,4420,-65,-1.45,,,5704.0,0.77,100,2.26
1467,018620,우진비앤지,2815,-35,-1.23,,,1050.0,2.68,0,0.0
1468,010400,우진아이엔에스,8040,-20,-0.25,279.0,28.82,14032.0,0.57,250,3.11
1469,049800,우진플라임,6080,260,4.47,,,5263.0,1.16,0,0.0
1470,016880,웅진,1100,-20,-1.79,,,917.0,1.2,0,0.0
1471,095720,웅진씽크빅,2720,-15,-0.55,,,3510.0,0.77,310,11.4
1472,005820,원림,19900,-50,-0.25,1450.0,13.72,39414.0,0.5,250,1.26
1473,053080,원방테크,47850,-600,-1.24,3571.0,13.4,25476.0,1.88,0,0.0
1474,032940,원익,4870,-150,-2.99,2577.0,1.89,6293.0,0.77,0,0.0
1475,240810,원익IPS,45250,-500,-1.09,899.0,50.33,11543.0,3.92,0,0.0
1476,074600,원익QnC,20200,-200,-0.98,99.0,204.04,8103.0,2.49,0,0.0
1477,104830,원익머트리얼즈,34600,-1100,-3.08,2229.0,15.52,24386.0,1.42,150,0.43
1478,014190,원익큐브,1865,-35,-1.84,108.0,17.27,2276.0,0.82,0,0.0
1479,030530,원익홀딩스,6170,40,0.65,444.0,13.9,9949.0,0.62,0,0.0
1480,012620,원일특강,8910,-90,-1.0,2259.0,3.94,26821.0,0.33,150,1.68
1481,008370,원풍,4395,-55,-1.24,173.0,25.4,6125.0,0.72,150,3.41
1482,008290,원풍물산,2510,-50,-1.95,,,1119.0,2.24,0,0.0
1483,101160,월덱스,17500,0,0.0,1180.0,14.83,5433.0,3.22,50,0.29
1484,095270,웨이브일렉트로,5300,-300,-5.36,,,1239.0,4.28,0,0.0
1485,010600,웰바이오텍,2595,-85,-3.17,,,1774.0,1.46,0,0.0
1486,065950,웰크론,5520,30,0.55,,,2182.0,2.53,0,0.0
1487,076080,웰크론한텍,4765,820,20.79,,,3257.0,1.46,0,0.0
1488,196700,웹스,1880,-25,-1.31,,,2837.0,0.66,0,0.0
1489,069080,웹젠,36700,600,1.66,1369.0,26.81,10064.0,3.65,0,0.0
1490,053580,웹케시,72100,1300,1.84,1406.0,51.28,8017.0,8.99,200,0.28
1491,071460,위니아딤채,2555,-45,-1.73,131.0,19.5,2393.0,1.07,0,0.0
1492,044340,위닉스,22750,650,2.94,2478.0,9.18,8541.0,2.66,500,2.2
1493,330350,위더스제약,22100,-600,-2.64,1036.0,21.33,8730.0,2.53,205,0.93
1494,348350,위드텍,58300,-6900,-10.58,2969.0,19.64,12730.0,4.58,0,0.0
1495,112040,위메이드,36400,-1000,-2.67,,,14108.0,2.58,600,1.65
1496,065370,위세아이텍,18350,-150,-0.81,784.0,23.41,3255.0,5.64,50,0.27
1497,038620,위즈코프,1430,0,0.0,2.0,715.0,984.0,1.45,0,0.0
1498,299900,위지윅스튜디오,6580,-30,-0.45,204.0,32.25,1978.0,3.33,0,0.0
1499,036090,위지트,1945,-35,-1.77,31.0,62.74,921.0,2.11,0,0.0
1500,136540,윈스,17700,-350,-1.94,1323.0,13.38,9299.0,1.9,350,1.98
1501,320000,윈텍,2980,-70,-2.3,,,,,0,0.0
1502,097800,윈팩,1880,15,0.8,254.0,7.4,1263.0,1.49,0,0.0
1503,192390,윈하이텍,3100,-65,-2.05,,,4905.0,0.63,0,0.0
1504,313760,윌링스,17100,-200,-1.16,717.0,23.85,7453.0,2.29,80,0.47
1505,008600,윌비스,1425,35,2.52,,,1697.0,0.84,0,0.0
1506,033270,유나이티드제약,61100,-6500,-9.62,2087.0,29.28,15716.0,3.89,330,0.54
1507,014830,유니드,49250,0,0.0,7600.0,6.48,79982.0,0.62,1200,2.44
1508,036200,유니셈,8750,40,0.46,749.0,11.68,4198.0,2.08,50,0.57
1509,018000,유니슨,5120,-70,-1.35,,,731.0,7.0,0,0.0
1510,000910,유니온,5880,-20,-0.34,,,6355.0,0.93,100,1.7
1511,047400,유니온머티리얼,3800,0,0.0,57.0,66.67,2045.0,1.86,50,1.32
1512,203450,유니온커뮤니티,5640,430,8.25,299.0,18.86,2360.0,2.39,70,1.24
1513,011330,유니켐,1510,110,7.86,235.0,6.43,1238.0,1.22,0,0.0
1514,077500,유니퀘스트,14450,600,4.33,953.0,15.16,7830.0,1.85,150,1.04
1515,011320,유니크,9450,20,0.21,220.0,42.95,5184.0,1.82,12,0.13
1516,086390,유니테스트,26700,500,1.91,1259.0,21.21,7543.0,3.54,250,0.94
1517,241690,유니테크노,13300,700,5.56,472.0,28.18,5492.0,2.42,0,0.0
1518,142210,유니트론텍,7680,420,5.79,301.0,25.51,4023.0,1.91,100,1.3
1519,048430,유라테크,12350,-350,-2.76,202.0,61.14,9349.0,1.32,100,0.81
1520,206650,유바이오로직스,22200,-1800,-7.5,,,1221.0,18.18,0,0.0
1521,089850,유비벨록스,11350,1200,11.82,851.0,13.34,10348.0,1.1,0,0.0
1522,032620,유비케어,9440,-270,-2.78,133.0,70.98,1965.0,4.8,40,0.42
1523,264450,유비쿼스,24700,350,1.44,1089.0,22.68,8612.0,2.87,450,1.82
1524,078070,유비쿼스홀딩스,26900,550,2.09,424.0,63.44,10715.0,2.51,130,0.48
1525,002920,유성기업,3010,150,5.24,678.0,4.44,10636.0,0.28,200,6.64
1526,024800,유성티엔에스,3005,-60,-1.96,923.0,3.26,7121.0,0.42,15,0.5
1527,000700,유수홀딩스,5750,10,0.17,163.0,35.28,8702.0,0.66,0,0.0
1528,054930,유신,14700,-150,-1.01,,,27126.0,0.54,0,0.0
1529,069330,유아이디,1055,0,0.0,,,1284.0,0.82,0,0.0
1530,049520,유아이엘,3990,-20,-0.5,395.0,10.1,7761.0,0.51,400,10.03
1531,287410,유안타제3호스팩,4300,-180,-4.02,,,,,0,0.0
1532,313750,유안타제4호스팩,2080,5,0.24,,,,,0,0.0
1533,336060,유안타제5호스팩,2045,0,0.0,,,,,0,0.0
1534,340360,유안타제6호스팩,1995,0,0.0,,,,,0,0.0
1535,367460,유안타제7호스팩,2040,15,0.74,,,,,0,0.0
1536,003470,유안타증권,3430,0,0.0,394.0,8.71,5947.0,0.58,0,0.0
1537,003475,유안타증권우,2615,0,0.0,,,,,0,0.0
1538,056090,유앤아이,4570,-145,-3.08,,,4892.0,0.93,0,0.0
1539,011690,유양디앤유,1220,0,0.0,,,1985.0,0.61,0,0.0
1540,263770,유에스티,6420,140,2.23,108.0,59.44,1957.0,3.28,0,0.0
1541,072130,유엔젤,4185,-15,-0.36,,,2745.0,1.52,0,0.0
1542,000220,유유제약,14200,-400,-2.74,756.0,18.78,11570.0,1.23,210,1.48
1543,000225,유유제약1우,13800,-200,-1.43,,,,,220,1.59
1544,000227,유유제약2우B,31400,-1100,-3.38,,,,,220,0.7
1545,023410,유진기업,5020,-10,-0.2,272.0,18.46,9929.0,0.51,150,2.99
1546,056080,유진로봇,3155,95,3.1,,,1385.0,2.28,0,0.0
1547,321260,유진스팩4호,2070,5,0.24,,,,,0,0.0
1548,331380,유진스팩5호,2045,0,0.0,,,,,0,0.0
1549,084370,유진테크,34150,500,1.49,257.0,132.88,10366.0,3.29,230,0.67
1550,001200,유진투자증권,4585,-90,-1.93,427.0,10.74,8151.0,0.56,70,1.53
1551,178780,유테크,3525,-155,-4.21,,,899.0,3.92,0,0.0
1552,179900,유티아이,15450,-1050,-6.36,317.0,48.74,3900.0,3.96,100,0.65
1553,263050,유틸렉스,55800,4100,7.93,,,4300.0,12.98,0,0.0
1554,000100,유한양행,76700,1800,2.4,616.0,124.51,23178.0,3.31,400,0.52
1555,000105,유한양행우,69600,0,0.0,,,,,410,0.59
1556,003460,유화증권,2350,15,0.64,99.0,23.74,6180.0,0.38,120,5.11
1557,003465,유화증권우,2450,-10,-0.41,,,,,130,5.31
1558,191410,육일씨엔에쓰,2980,-65,-2.13,,,3147.0,0.95,0,0.0
1559,008730,율촌화학,24900,-50,-0.2,734.0,33.92,13790.0,1.81,500,2.01
1560,072770,율호,1345,-40,-2.89,,,636.0,2.11,0,0.0
1561,008250,이건산업,10550,-350,-3.21,73.0,144.52,16294.0,0.65,200,1.9
1562,039020,이건홀딩스,2920,-25,-0.85,186.0,15.7,6634.0,0.44,70,2.4
1563,025820,이구산업,2060,-20,-0.96,,,3027.0,0.68,30,1.46
1564,060230,이그잭스,1590,-35,-2.15,,,769.0,2.07,0,0.0
1565,067920,이글루시큐리티,4675,15,0.32,211.0,22.16,4392.0,1.06,140,2.99
1566,044960,이글벳,9760,-140,-1.41,100.0,97.6,2811.0,3.47,20,0.2
1567,302430,이노메트리,22350,-250,-1.11,480.0,46.56,5433.0,4.11,400,1.79
1568,214320,이노션,66300,700,1.07,3681.0,18.01,38184.0,1.74,1500,2.26
1569,073490,이노와이어리스,63400,1200,1.93,2190.0,28.95,13479.0,4.7,250,0.39
1570,086250,이노와이즈,1405,0,0.0,,,,,0,0.0
1571,215790,이노인스트루먼트,2235,-20,-0.89,,,1476.0,1.51,0,0.0
1572,246960,이노테라피,15400,-650,-4.05,,,2990.0,5.15,0,0.0
1573,088390,이녹스,12000,-300,-2.44,,,12820.0,0.94,0,0.0
1574,272290,이녹스첨단소재,47200,150,0.32,3655.0,12.91,18500.0,2.55,0,0.0
1575,053350,이니텍,4715,15,0.32,,,5856.0,0.81,20,0.42
1576,258610,이더블유케이,9980,0,0.0,,,3422.0,2.92,0,0.0
1577,215090,이디티,737,-57,-7.18,,,778.0,0.95,0,0.0
1578,041520,이라이콤,15100,600,4.14,,,16821.0,0.9,100,0.66
1579,264850,이랜시스,2245,-30,-1.32,48.0,46.77,895.0,2.51,40,1.78
1580,054210,이랜텍,9140,-280,-2.97,571.0,16.01,7484.0,1.22,100,1.09
1581,164060,이루다,14750,850,6.12,505.0,29.21,2456.0,6.01,0,0.0
1582,065440,이루온,1455,-30,-2.02,20.0,72.75,1263.0,1.15,0,0.0
1583,139480,이마트,179000,10500,6.23,7620.0,23.49,315997.0,0.57,2000,1.12
1584,036260,이매진아시아,2220,0,0.0,,,278.0,7.99,0,0.0
1585,115610,이미지스,2760,40,1.47,,,1528.0,1.81,0,0.0
1586,349720,이베스트스팩5호,2030,10,0.5,,,,,0,0.0
1587,323210,이베스트이안스팩1호,2040,5,0.25,,,,,0,0.0
1588,078020,이베스트투자증권,7140,-10,-0.14,1132.0,6.31,9264.0,0.77,345,4.83
1589,080010,이상네트웍스,7200,-20,-0.28,1061.0,6.79,10650.0,0.68,100,1.39
1590,086890,이수앱지스,7370,-260,-3.41,,,2073.0,3.56,0,0.0
1591,007660,이수페타시스,3870,-90,-2.27,,,1842.0,2.1,60,1.55
1592,005950,이수화학,16150,-600,-3.58,,,18013.0,0.9,400,2.48
1593,015020,이스타코,699,-2,-0.29,307.0,2.28,1141.0,0.61,0,0.0
1594,047560,이스트소프트,8980,-160,-1.75,,,3826.0,2.35,0,0.0
1595,067010,이씨에스,6830,-430,-5.92,308.0,22.18,3645.0,1.87,100,1.46
1596,093230,이아이디,311,-12,-3.72,1.0,311.0,251.0,1.24,0,0.0
1597,052190,이에스에이,295,0,0.0,,,766.0,0.39,0,0.0
1598,226360,이엑스티,2840,180,6.77,,,1374.0,2.07,0,0.0
1599,101360,이엔드디,43500,3600,9.02,1047.0,41.55,1572.0,27.67,0,0.0
1600,102710,이엔에프테크놀로지,45050,200,0.45,3285.0,13.71,18688.0,2.41,150,0.33
1601,074610,이엔플러스,4025,-180,-4.28,,,1232.0,3.27,0,0.0
1602,063760,이엘피,10550,0,0.0,859.0,12.28,14225.0,0.74,120,1.14
1603,087730,이엠네트웍스,2720,0,0.0,,,285.0,9.54,0,0.0
1604,123570,이엠넷,4200,-10,-0.24,322.0,13.04,2617.0,1.6,30,0.71
1605,083470,이엠앤아이,1585,0,0.0,968.0,1.64,219.0,7.24,0,0.0
1606,095190,이엠코리아,6310,-50,-0.79,,,2076.0,3.04,0,0.0
1607,091120,이엠텍,12850,350,2.8,24.0,535.42,11185.0,1.15,0,0.0
1608,102460,이연제약,21500,-1000,-4.44,352.0,61.08,12879.0,1.67,350,1.63
